type;marque;modele;;;;identifiant;;;;;;;;
Voiture;BMW;550;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('550  ', 14);";;;;;;;
Voiture;BMW;628;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('628  ', 14);";;;;;;;
Voiture;BMW;630;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('630  ', 14);";;;;;;;
Voiture;BMW;635;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('635  ', 14);";;;;;;;
Voiture;BMW;640;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('640  ', 14);";;;;;;;
Voiture;BMW;645;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('645  ', 14);";;;;;;;
Voiture;BMW;650;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('650  ', 14);";;;;;;;
Voiture;BMW;725;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('725  ', 14);";;;;;;;
Voiture;BMW;728;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('728  ', 14);";;;;;;;
Voiture;BMW;730;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('730  ', 14);";;;;;;;
Voiture;BMW;732;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('732  ', 14);";;;;;;;
Voiture;BMW;735;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('735  ', 14);";;;;;;;
Voiture;BMW;740;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('740  ', 14);";;;;;;;
Voiture;BMW;745;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('745  ', 14);";;;;;;;
Voiture;BMW;750;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('750  ', 14);";;;;;;;
Voiture;BMW;760;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('760  ', 14);";;;;;;;
Voiture;BMW;840;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('840  ', 14);";;;;;;;
Voiture;BMW;850;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('850  ', 14);";;;;;;;
Voiture;BMW;I3;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('I3  ', 14);";;;;;;;
Voiture;BMW;I8;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('I8  ', 14);";;;;;;;
Voiture;BMW;M1;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('M1  ', 14);";;;;;;;
Voiture;BMW;M3;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('M3  ', 14);";;;;;;;
Voiture;BMW;M4;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('M4  ', 14);";;;;;;;
Voiture;BMW;M5;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('M5  ', 14);";;;;;;;
Voiture;BMW;M535;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('M535  ', 14);";;;;;;;
Voiture;BMW;M6;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('M6  ', 14);";;;;;;;
Voiture;BMW;M635;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('M635  ', 14);";;;;;;;
Voiture;BMW;SERIE;1;II;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SERIE 1 II', 14);";;;;;;;
Voiture;BMW;SERIE;2;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SERIE 2 ', 14);";;;;;;;
Voiture;BMW;SERIE;3;VI;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SERIE 3 VI', 14);";;;;;;;
Voiture;BMW;SERIE;4;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SERIE 4 ', 14);";;;;;;;
Voiture;BMW;SERIE;5;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SERIE 5 ', 14);";;;;;;;
Voiture;BMW;SERIE;6;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SERIE 6 ', 14);";;;;;;;
Voiture;BMW;SERIE;7;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SERIE 7 ', 14);";;;;;;;
Voiture;BMW;X1;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('X1  ', 14);";;;;;;;
Voiture;BMW;X3;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('X3  ', 14);";;;;;;;
Voiture;BMW;X4;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('X4  ', 14);";;;;;;;
Voiture;BMW;X5;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('X5  ', 14);";;;;;;;
Voiture;BMW;X6;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('X6  ', 14);";;;;;;;
Voiture;BMW;Z1;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('Z1  ', 14);";;;;;;;
Voiture;BMW;Z3;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('Z3  ', 14);";;;;;;;
Voiture;BMW;Z4;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('Z4  ', 14);";;;;;;;
Voiture;BMW;Z8;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('Z8  ', 14);";;;;;;;
Voiture;BMW;AUTRE;;;;14;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 14);";;;;;;;
Voiture;BOLLORE;BLUECAR;;;;15;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BLUECAR  ', 15);";;;;;;;
Voiture;BOLLORE;BLUESUMMER;;;;15;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BLUESUMMER  ', 15);";;;;;;;
Voiture;BOLLORE;AUTRE;;;;15;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 15);";;;;;;;
Voiture;BUICK;PARK;AVENUE;;;16;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PARK AVENUE ', 16);";;;;;;;
Voiture;BUICK;AUTRE;;;;16;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 16);";;;;;;;
Voiture;CADILLAC;BLS;;;;17;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BLS  ', 17);";;;;;;;
Voiture;CADILLAC;BLS;WAGON;;;17;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BLS WAGON ', 17);";;;;;;;
Voiture;CADILLAC;CTS;;;;17;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CTS  ', 17);";;;;;;;
Voiture;CADILLAC;CTS-V;;;;17;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CTS-V  ', 17);";;;;;;;
Voiture;CADILLAC;ESCALADE;;;;17;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ESCALADE  ', 17);";;;;;;;
Voiture;CADILLAC;SEVILLE;;;;17;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SEVILLE  ', 17);";;;;;;;
Voiture;CADILLAC;SRX;;;;17;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SRX  ', 17);";;;;;;;
Voiture;CADILLAC;AUTRE;;;;17;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 17);";;;;;;;
Voiture;CHEVROLET;ALERO;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ALERO  ', 18);";;;;;;;
Voiture;CHEVROLET;AVEO;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AVEO  ', 18);";;;;;;;
Voiture;CHEVROLET;BLAZER;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BLAZER  ', 18);";;;;;;;
Voiture;CHEVROLET;CAMARO;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CAMARO  ', 18);";;;;;;;
Voiture;CHEVROLET;CAPTIVA;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CAPTIVA  ', 18);";;;;;;;
Voiture;CHEVROLET;CORVETTE;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CORVETTE  ', 18);";;;;;;;
Voiture;CHEVROLET;CRUZE;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CRUZE  ', 18);";;;;;;;
Voiture;CHEVROLET;EPICA;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('EPICA  ', 18);";;;;;;;
Voiture;CHEVROLET;EVANDA;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('EVANDA  ', 18);";;;;;;;
Voiture;CHEVROLET;KALOS;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('KALOS  ', 18);";;;;;;;
Voiture;CHEVROLET;LACETTI;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LACETTI  ', 18);";;;;;;;
Voiture;CHEVROLET;MALIBU;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MALIBU  ', 18);";;;;;;;
Voiture;CHEVROLET;MATIZ;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MATIZ  ', 18);";;;;;;;
Voiture;CHEVROLET;NUBIRA;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NUBIRA  ', 18);";;;;;;;
Voiture;CHEVROLET;NUBIRA;SW;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NUBIRA SW ', 18);";;;;;;;
Voiture;CHEVROLET;ORLANDO;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ORLANDO  ', 18);";;;;;;;
Voiture;CHEVROLET;REZZO;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('REZZO  ', 18);";;;;;;;
Voiture;CHEVROLET;SPARK;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SPARK  ', 18);";;;;;;;
Voiture;CHEVROLET;TAHOE;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TAHOE  ', 18);";;;;;;;
Voiture;CHEVROLET;TRAILBLAZER;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TRAILBLAZER  ', 18);";;;;;;;
Voiture;CHEVROLET;TRANS;SPORT;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TRANS SPORT ', 18);";;;;;;;
Voiture;CHEVROLET;TRAX;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TRAX  ', 18);";;;;;;;
Voiture;CHEVROLET;VOLT;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VOLT  ', 18);";;;;;;;
Voiture;CHEVROLET;AUTRE;;;;18;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 18);";;;;;;;
Voiture;CHRYSLER;300;C;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('300 C ', 19);";;;;;;;
Voiture;CHRYSLER;300;M;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('300 M ', 19);";;;;;;;
Voiture;CHRYSLER;CHEROKEE;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CHEROKEE  ', 19);";;;;;;;
Voiture;CHRYSLER;CROSSFIRE;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CROSSFIRE  ', 19);";;;;;;;
Voiture;CHRYSLER;ES;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ES  ', 19);";;;;;;;
Voiture;CHRYSLER;GRAND;CHEROKEE;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GRAND CHEROKEE ', 19);";;;;;;;
Voiture;CHRYSLER;GRAND;VOYAGER;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GRAND VOYAGER ', 19);";;;;;;;
Voiture;CHRYSLER;LE;BARON;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LE BARON ', 19);";;;;;;;
Voiture;CHRYSLER;NEON;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NEON  ', 19);";;;;;;;
Voiture;CHRYSLER;NEW;YORKER;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NEW YORKER ', 19);";;;;;;;
Voiture;CHRYSLER;PT;CRUISER;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PT CRUISER ', 19);";;;;;;;
Voiture;CHRYSLER;PT;CRUISER;CABRIO;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PT CRUISER CABRIO', 19);";;;;;;;
Voiture;CHRYSLER;SARATOGA;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SARATOGA  ', 19);";;;;;;;
Voiture;CHRYSLER;SEBRING;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SEBRING  ', 19);";;;;;;;
Voiture;CHRYSLER;STRATUS;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('STRATUS  ', 19);";;;;;;;
Voiture;CHRYSLER;VISION;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VISION  ', 19);";;;;;;;
Voiture;CHRYSLER;VOYAGER;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VOYAGER  ', 19);";;;;;;;
Voiture;CHRYSLER;WRANGLER;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('WRANGLER  ', 19);";;;;;;;
Voiture;CHRYSLER;AUTRE;;;;19;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 19);";;;;;;;
Voiture;CITROEN;2CV;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('2CV  ', 20);";;;;;;;
Voiture;CITROEN;ACADIANE;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ACADIANE  ', 20);";;;;;;;
Voiture;CITROEN;AMI;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AMI  ', 20);";;;;;;;
Voiture;CITROEN;AX;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AX  ', 20);";;;;;;;
Voiture;CITROEN;AXEL;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AXEL  ', 20);";;;;;;;
Voiture;CITROEN;BERLINGO;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BERLINGO  ', 20);";;;;;;;
Voiture;CITROEN;BERLINGO;II;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BERLINGO II ', 20);";;;;;;;
Voiture;CITROEN;BX;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BX  ', 20);";;;;;;;
Voiture;CITROEN;C;CROSSER;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C CROSSER ', 20);";;;;;;;
Voiture;CITROEN;C1;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C1  ', 20);";;;;;;;
Voiture;CITROEN;C15;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C15  ', 20);";;;;;;;
Voiture;CITROEN;C2;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C2  ', 20);";;;;;;;
Voiture;CITROEN;C2;ENTREPRISE;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C2 ENTREPRISE ', 20);";;;;;;;
Voiture;CITROEN;C25;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C25  ', 20);";;;;;;;
Voiture;CITROEN;C25;COMBI;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C25 COMBI ', 20);";;;;;;;
Voiture;CITROEN;C3;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C3  ', 20);";;;;;;;
Voiture;CITROEN;C3;ENTREPRISE;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C3 ENTREPRISE ', 20);";;;;;;;
Voiture;CITROEN;C3;II;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C3 II ', 20);";;;;;;;
Voiture;CITROEN;C3;PICASSO;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C3 PICASSO ', 20);";;;;;;;
Voiture;CITROEN;C3;PLURIEL;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C3 PLURIEL ', 20);";;;;;;;
Voiture;CITROEN;C35;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C35  ', 20);";;;;;;;
Voiture;CITROEN;C4;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C4  ', 20);";;;;;;;
Voiture;CITROEN;C4;AIRCROSS;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C4 AIRCROSS ', 20);";;;;;;;
Voiture;CITROEN;C4;CACTUS;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C4 CACTUS ', 20);";;;;;;;
Voiture;CITROEN;C4;ENTREPRISE;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C4 ENTREPRISE ', 20);";;;;;;;
Voiture;CITROEN;C4;II;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C4 II ', 20);";;;;;;;
Voiture;CITROEN;C4;PICASSO;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C4 PICASSO ', 20);";;;;;;;
Voiture;CITROEN;C4;PICASSO;II;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C4 PICASSO II', 20);";;;;;;;
Voiture;CITROEN;C5;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C5  ', 20);";;;;;;;
Voiture;CITROEN;C5;II;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C5 II ', 20);";;;;;;;
Voiture;CITROEN;C5;II;TOURER;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C5 II TOURER', 20);";;;;;;;
Voiture;CITROEN;C5;TOURER;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C5 TOURER ', 20);";;;;;;;
Voiture;CITROEN;C6;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C6  ', 20);";;;;;;;
Voiture;CITROEN;C8;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C8  ', 20);";;;;;;;
Voiture;CITROEN;CX;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CX  ', 20);";;;;;;;
Voiture;CITROEN;C-ZERO;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C-ZERO  ', 20);";;;;;;;
Voiture;CITROEN;DANGEL;C15;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DANGEL C15 ', 20);";;;;;;;
Voiture;CITROEN;DANGEL;C25;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DANGEL C25 ', 20);";;;;;;;
Voiture;CITROEN;DS;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DS  ', 20);";;;;;;;
Voiture;CITROEN;DS3;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DS3  ', 20);";;;;;;;
Voiture;CITROEN;DS4;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DS4  ', 20);";;;;;;;
Voiture;CITROEN;DS5;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DS5  ', 20);";;;;;;;
Voiture;CITROEN;DYANE;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DYANE  ', 20);";;;;;;;
Voiture;CITROEN;EVASION;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('EVASION  ', 20);";;;;;;;
Voiture;CITROEN;EVASION;VSX;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('EVASION VSX ', 20);";;;;;;;
Voiture;CITROEN;GS;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GS  ', 20);";;;;;;;
Voiture;CITROEN;GSA;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GSA  ', 20);";;;;;;;
Voiture;CITROEN;HY;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('HY  ', 20);";;;;;;;
Voiture;CITROEN;ID;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ID  ', 20);";;;;;;;
Voiture;CITROEN;JUMPER;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('JUMPER  ', 20);";;;;;;;
Voiture;CITROEN;JUMPY;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('JUMPY  ', 20);";;;;;;;
Voiture;CITROEN;KATAR;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('KATAR  ', 20);";;;;;;;
Voiture;CITROEN;LN;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LN  ', 20);";;;;;;;
Voiture;CITROEN;LNA;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LNA  ', 20);";;;;;;;
Voiture;CITROEN;MEHARI;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MEHARI  ', 20);";;;;;;;
Voiture;CITROEN;NEMO;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NEMO  ', 20);";;;;;;;
Voiture;CITROEN;NEMO;COMBI;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NEMO COMBI ', 20);";;;;;;;
Voiture;CITROEN;ROSALIE;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ROSALIE  ', 20);";;;;;;;
Voiture;CITROEN;SAXO;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SAXO  ', 20);";;;;;;;
Voiture;CITROEN;SM;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SM  ', 20);";;;;;;;
Voiture;CITROEN;SPACETOURER;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SPACETOURER  ', 20);";;;;;;;
Voiture;CITROEN;TRACTION;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TRACTION  ', 20);";;;;;;;
Voiture;CITROEN;VISA;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VISA  ', 20);";;;;;;;
Voiture;CITROEN;XANTIA;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('XANTIA  ', 20);";;;;;;;
Voiture;CITROEN;XM;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('XM  ', 20);";;;;;;;
Voiture;CITROEN;XSARA;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('XSARA  ', 20);";;;;;;;
Voiture;CITROEN;XSARA;PICASSO;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('XSARA PICASSO ', 20);";;;;;;;
Voiture;CITROEN;ZX;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ZX  ', 20);";;;;;;;
Voiture;CITROEN;AUTRE;;;;20;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 20);";;;;;;;
Voiture;CORVETTE;C6;;;;21;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('C6  ', 21);";;;;;;;
Voiture;CORVETTE;Z06;;;;21;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('Z06  ', 21);";;;;;;;
Voiture;CORVETTE;ZR1;;;;21;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ZR1  ', 21);";;;;;;;
Voiture;CORVETTE;ZT06;;;;21;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ZT06  ', 21);";;;;;;;
Voiture;CORVETTE;AUTRE;;;;21;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 21);";;;;;;;
Voiture;DACIA;DOKKER;;;;22;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DOKKER  ', 22);";;;;;;;
Voiture;DACIA;DUSTER;;;;22;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DUSTER  ', 22);";;;;;;;
Voiture;DACIA;LODGY;;;;22;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LODGY  ', 22);";;;;;;;
Voiture;DACIA;LOGAN;;;;22;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LOGAN  ', 22);";;;;;;;
Voiture;DACIA;LOGAN;MCV;;;22;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LOGAN MCV ', 22);";;;;;;;
Voiture;DACIA;SANDERO;;;;22;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SANDERO  ', 22);";;;;;;;
Voiture;DACIA;AUTRE;;;;22;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 22);";;;;;;;
Voiture;DAEWOO;ESPERO;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ESPERO  ', 23);";;;;;;;
Voiture;DAEWOO;EVANDA;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('EVANDA  ', 23);";;;;;;;
Voiture;DAEWOO;KALOS;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('KALOS  ', 23);";;;;;;;
Voiture;DAEWOO;KORANDO;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('KORANDO  ', 23);";;;;;;;
Voiture;DAEWOO;LACETTI;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LACETTI  ', 23);";;;;;;;
Voiture;DAEWOO;LANOS;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LANOS  ', 23);";;;;;;;
Voiture;DAEWOO;LEGANZA;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LEGANZA  ', 23);";;;;;;;
Voiture;DAEWOO;MATIZ;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MATIZ  ', 23);";;;;;;;
Voiture;DAEWOO;MUSSO;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MUSSO  ', 23);";;;;;;;
Voiture;DAEWOO;NEXIA;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NEXIA  ', 23);";;;;;;;
Voiture;DAEWOO;NUBIRA;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NUBIRA  ', 23);";;;;;;;
Voiture;DAEWOO;REXTON;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('REXTON  ', 23);";;;;;;;
Voiture;DAEWOO;REZZO;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('REZZO  ', 23);";;;;;;;
Voiture;DAEWOO;AUTRE;;;;23;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 23);";;;;;;;
Voiture;DAF;400;;;;24;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('400  ', 24);";;;;;;;
Voiture;DAF;VA400;;;;24;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VA400  ', 24);";;;;;;;
